Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
104516512296314,Kartikeya Sharma,Adv Tech,73468,115
404746486258732,Project Nanhi Kali,Project Nanhi Kali,72989,28
205997556104742,Bombay Times,These ads ran without a disclaimer,59647,6
330760810293224,HelpAge India,HelpAge India,58756,80
113125761613615,Namma CM Bommai,Recro Media,46503,7
111527528465749,Rao Prem Singh,Rao Prem Singh,29520,25
800513560077511,ZEE5,These ads ran without a disclaimer,27652,1
107395897271506,Kutumb,Swatantra Verma,23936,31
200480966638039,Supremacy 1914,These ads ran without a disclaimer,23835,3
104878157547649,H Nagesh,Hk Ramesh,21289,30
30290552843,Greenpeace India,Greenpeace Environment Trust,21057,113
104211439033799,Jagane Kavali,Jagane Kavali,20004,28
547354238619670,Dr. Ashwath Narayan,Vijay S,19989,6
174283119250672,Save the Children India,Bal Raksha Bharat,18685,84
270666596375251,Jhatkaa.org,Jhatkaa.org,14321,17
100593012792684,Keerthan Kumar,Keerthan Kumar,14156,8
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),13241,7
479998865355592,Aditya Birla Group,Aditya Birla Group,13211,8
100907784722781,QR 678,QR 678,10611,10
171570566373143,Healthcare Federation of India,Healthcare Federation of India,10483,2
106329734356611,Gautham MarilingeGowda,Basavachetan,10227,10
102617005585949,Ashok Jayaram,Vijay S,10226,5
683396311762727,Manappa Vajjal,Manappa Vajjal,9061,16
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,8170,3
103782051383159,School of Politics,School of Politics,8034,33
375554899138007,Maharashtra DGIPR,Maharashtra DGIPR,6855,11
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,6809,33
889810991147251,Nyamar Karbak,Nyamar Karbak,6757,1
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Abinash Moharana,6690,2
108080828884036,Gehlot Phir Se,DesignBoxed,6463,12
526222491203445,The Chaupal,Adv Tech,6387,4
