Location name,Amount spent (EUR)
Baden-Württemberg,10917
Bayern,15293
Berlin,5369
Brandenburg,1901
Bremen,1030
Hamburg,3068
Hessen,6890
Mecklenburg-Vorpommern,1171
Niedersachsen,7443
Nordrhein-Westfalen,19001
Rheinland-Pfalz,3920
Saarland,1030
Sachsen,3445
Saxony-Anhalt,1665
Schleswig-Holstein,2522
Thüringen,1680
Unknown,≤100
