Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,320687,1
191461774219575,hirado.hu,hirado.hu,165650,34
543788999005363,ORIGO,Mediaworks Hungary Zrt.,133027,12
294815374340858,Donáth Anna,Momentum Mozgalom,125436,1
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,120882,12
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,105206,4
208358406567729,noÁr,A noÁr mi vagyunk! Közhasznú Nonprofit Kft.,81028,4
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,70258,9
248172631940,Mandiner,Mediaworks Hungary Zrt.,69064,10
1534911313439123,Ripost,Ripost,36083,7
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,34357,7
178362315106,European Parliament,European Parliament,32935,7
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,28810,6
108346693873484,Győrffy Balázs,Balazs Gyorffy,22861,6
76748198685,Budapest Pride,Budapest Pride,22404,10
264517713636590,PestiSracok.hu,PestiSrácok.hu,21195,4
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,21009,5
118999471127652,Kammerer Zoltán,Kammerer Zoltán,19592,119
405035972853835,OMV Filling Stations,OMV Hungária Kft.,19222,3
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,18160,10
594088897289853,Alapjogokért Központ,Alapjogokért Központ,17789,5
1880809845328535,Dobrev Klára,Demokratikus Koalíció,17151,1
415653125518050,Hajnal Miklós,Momentum Mozgalom,15646,5
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,15624,4
193640214178356,Gyopáros Alpár,Gyopáros Alpár,14211,5
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,13745,3
188002774639,Mesterházy Attila,Mesterházy Attila Csaba,13236,1
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,12453,2
142684465906231,Üdvhadsereg Salvation Army Hungary,Üdvhadsereg Szabadegyház Magyarország,12398,9
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,12361,4
781030738624077,Gyöngyösi Márton,Jobbik Magyarországért Mozgalom,12281,1
131283758531,HVG,HVG Kiadó ZRt.,12048,14
147547541961576,Council of the European Union,Council of the European Union,11765,4
345496092135627,Hír TV,Mediaworks Hungary Zrt.,11167,2
451844608304228,Metropol,Metropol,10994,3
108172140579789,Arzenál,These ads ran without a disclaimer,10958,1
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,10872,7
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,10845,4
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,10259,7
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,10154,8
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,10008,3
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,9984,4
