Location name,Amount spent (MYR)
Johor,1383
Kedah,774
Kelantan,491
Kuala Lumpur,2569
Labuan,≤100
Malacca,493
Negeri Sembilan,649
Pahang,629
Penang,464
Perak,885
Perlis,129
Putrajaya,187
Sabah,798
Sarawak,600
Selangor,4842
Terengganu,672
Unknown,≤100
