Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,31523769,63
23383061178,Prabowo Subianto,indonesia Adil makmur,23439986,2
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,8344173,24
54779960819,United Nations,United Nations with Facebook Ad Credits,5984425,3
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,2395427,19
197545083607941,Harian Kompas,Harian Kompas,2212042,56
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2173287,33
105124862343150,G24 Golkar Jateng,Yayasan Golkar Institut SPKP,1774690,8
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,1478585,6
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,1356364,6
1419236281714929,Andrei Angouw,Bryan Sumilat,896051,1
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,819272,4
101960622677350,E-KTA Partai Golkar,Yayasan Golkar Institute SPKP,779862,11
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,768141,5
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,752165,12
104278069107924,G24 Golkar NTB,Yayasan Golkar Institute SPKP,748081,3
105351238986805,G24 Golkar Sumut,Yayasan Golkar Institut SPKP,637966,4
105621692292591,G24 Golkar Sulsel,Yayasan Golkar Institut SPKP,584797,6
101389706093580,G24 Golkar Lampung,Yayasan Golkar Institute SPKP,464333,8
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,381693,2
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,381681,2
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,372729,6
103845739156538,G24 Golkar Kaltara,Yayasan Golkar Institut SPKP,371033,13
113543730626,The Habibie Center,The Habibie Center,335714,2
102331445974678,G24 Golkar Kalbar,Yayasan Golkar Institut SPKP,321591,9
102477679297861,G24 Golkar Sumbar,Yayasan Golkar Institute SPKP,306825,4
100395159482292,Bizhare Securities Crowdfunding,These ads ran without a disclaimer,302978,1
105567345649477,G24 Golkar Sumsel,Yayasan Golkar Institut SPKP,294310,3
116705041036588,Francine Widjojo,Francine Widjojo,293951,1
101203454841155,Kota Kite,Prayogo,289443,6
102099256044892,G24 Golkar DKI,Yayasan Golkar Institute SPKP,276729,6
101932009361489,G24 Golkar Aceh,Golkar Institute SPKP,269367,4
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,265118,4
102551632634848,G24 Golkar Papua,Yayasan Golkar Institute SPKP,256214,6
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,250445,6
103610389181419,G24 Golkar Jambi,Yayasan Golkar Institut SPKP,244639,11
109421458610554,G24 Golkar Riau,Yayasan Golkar Institute SPKP,228744,5
105156635699051,G24 Golkar Bali,Golkar Institute SPKP,204217,6
107087892161368,G24 Golkar Sulut,Yayasan Golkar Institute SPKP,204010,3
111431385073299,G24 Golkar Bengkulu,Yayasan Golkar Institute SPKP,197088,12
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,185138,21
102766839263043,G24 Golkar Kaltim,Yayasan Golkar Institut SPKP,184186,11
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,177844,8
101901612703421,G24 Golkar Sultra,Yayasan Golkar Institute SPKP,172643,5
100226362848619,G24 Golkar Kalsel,Golkar Institute SPKP,163396,11
100634344801574,Gus Raharjo,Septian Raharjo,161710,1
756567881057213,Airlangga Hartarto,Airlangga Hartarto,159064,5
106245875573990,G24 Golkar Kepulauan Riau,Yayasan Golkar Institut SPKP,152548,8
349650428708884,Resep Sehat Alami,These ads ran without a disclaimer,152488,1
1566811330067048,Gesuri,Gesuri,152079,5
100602629497814,G24 Golkar Maluku,Yayasan Golkar Institut SPKP,140105,9
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,137523,4
173776079818775,Saiful Mujani,Saidiman,136217,1
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,133391,6
102608695949373,G24 Golkar Gorontalo,Yayasan Golkar Institut SPKP,132887,6
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,127268,11
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abu Bakar Abdullah,126413,7
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,114765,9
397612604060624,ilham mendrofa,ilham mendrofa,110251,3
103306192050768,"Drs. Roem Kono, M.Ipol","Ryan Fahrichsan Kono, B.Com",100788,1
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,100000,1
104275935775351,G24 Golkar Kalteng,Yayasan Golkar Institut SPKP,98746,7
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,98378,6
104643952408585,G24 Golkar Sulbar,Yayasan Golkar Institut SPKP,97445,4
107705162204156,Komisi Pemilihan Umum Kabupaten Kutai Kartanegara,Ria Rosianna Simbolon,94400,1
110608611801801,G24 Golkar Malut,Yayasan Golkar Institut SPKP,86337,9
107242742146137,G24 Golkar Babel,Yayasan Golkar Institute SPKP,82387,12
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,77726,8
240326642745935,Change.org,Change.org Indonesia,77185,1
2222018624739038,Jakarta Dukung Ganjar,Ganjar Nusantara Indonesia,73427,4
108156498584853,Tetap Puan,Marabunta Family Cyber,72304,4
104830667806476,Melihat Indonesia,Melihat Indonesia,69751,3
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,69410,1
106588148815652,Tanur Muthmainnah #NayrendraTeam,These ads ran without a disclaimer,64901,1
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,64500,12
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,62536,13
110195338413992,GP Kalimantan Tengah,Ganjar Nusantara Indonesia,61952,3
112570091503539,GP Papua,Ganjar Nusantara Indonesia,61296,3
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,61075,3
103411659195911,JIMAT,Arik Luviani Putri Yasa,60985,3
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,59880,3
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,58847,3
107019302070970,GP Kepulauan Riau,Ganjar Nusantara Indonesia,55068,3
103866218070109,Bung Idris,Muhammad Idris Siregar,52814,1
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,52545,1
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,52427,3
111486288379371,G24 Golkar Sulteng,Yayasan Golkar Institut SPKP,51920,1
188027331578313,Andre Lukman,Andre Lukman,50956,1
103581752405141,Sobar Harahap,Juniar Dwi Harianto,50733,2
101101492306034,Mega News,Siti Sarah Iskandar,50649,3
102273039070802,Info Terkini,Muhammad Miftakhunnaim,49627,5
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,48183,3
102751982714833,Junaidin,Christian Widodo,45850,1
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,43670,4
314205292747611,Sahabat Abraham Liyanto,Yesenia Irene Liyanto,43086,1
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,39362,1
402728146411083,KOBARKSB.com,PT Media Arus Tengah Anorawi,38471,1
147555216186069,Christina Aryani,Christina Aryani Foundation,36248,1
122861212590833,FAW Global,These ads ran without a disclaimer,32861,1
103459502642464,Dulure Mbak Puan,Pendukung Puan 'Agus Sugianto',32767,1
103028419236230,G24 Golkar DIY,Yayasan Golkar Institut SPKP,29437,5
103421759149899,Geocorner Indonesia,Geocorner,26337,1
164800207258203,SUARANTB.com,SUARANTB.com,25243,1
100780439404059,Aspirasi jakarta utara,Ganjar Nusantara Indonesia,25073,3
393299957534362,Biro Pemerintahan dan Kerjasama Provinsi Jawa Barat,Ayu Fitria Mandarasari,24823,1
103663435776469,Figur jakarta barat,Ganjar Nusantara Indonesia,24820,3
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,24063,2
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,22954,2
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,22456,2
106079928863841,Kepulauan seribu bersatu,Ganjar Nusantara Indonesia,22106,3
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,21480,2
108511588277325,Galeria Konveksi,Solehudin,21378,1
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,21240,2
104843487722931,Portal Islam id,Portal Islam ID,20376,1
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,19450,2
104985064840959,politician_academy,Rizky Suhandi,19301,1
104013634372287,Rudiawan Sitorus,Rudiawan Sitorus,18017,1
100398849135155,Sandiku Sayang,Iwan Hardiansyah,17725,5
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,17483,2
1933697896850170,Kaks FXS,Faiq Musyawwir Mujieb,17380,1
324253041382779,Xavier Cormier,These ads ran without a disclaimer,15574,3
331104071124280,Viraloop,These ads ran without a disclaimer,13102,1
101897212629526,Suasana jogjakarta,Ganjar Nusantara Indonesia,12691,3
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,12176,3
109635261356229,"Bornok Simanjuntak, SH, MH",Bornok Simanjuntak,10637,1
110827921712816,Melihat jakarta pusat,Ganjar Nusantara Indonesia,9652,3
1476996532583231,Syaiful Ramadhan,Syaiful Ramadhan,9159,1
105193322287911,Ideal jakarta selatan,Ganjar Nusantara Indonesia,8737,3
107713638697378,Filosofi jakarta timur,Ganjar Nusantara Indonesia,8051,3
107241861191421,Ilmu Tambang,Ilmu Tambang,6631,1
635425077088293,Sahabat Pak Tengku,Ero Sukarna,6367,3
102981496004696,Relawan Sedulur Nafa Urbach,Siti Rospeni,6236,2
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,5827,2
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,5770,2
101237319508877,Sehat Bersama,These ads ran without a disclaimer,5663,1
331142477713670,Sahabat MHI,These ads ran without a disclaimer,5509,1
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,5459,2
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,5365,2
101338198587608,Indonesia Luar Biasa,Ganjar Nusantara Indonesia,5314,2
101396779210463,Rumah Kita Jatim,Ganjar Nusantara Indonesia,5001,2
103117879108618,Jatim Untuk Ganjar,Ganjar Nusantara Indonesia,4877,2
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,4836,2
103292932453775,GP Tapal Kuda,Ganjar Nusantara Indonesia,4762,2
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,4733,2
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,4656,2
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,4579,2
116357131050852,Rumah Kita jambi,Ganjar Nusantara Indonesia,4543,2
131664893560695,Origins OSU,These ads ran without a disclaimer,4516,1
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,4516,2
101053572540830,Sahabat Inspirasi,Ganjar Nusantara Indonesia,4495,2
112121504882485,GP Bali,Ganjar Nusantara Indonesia,4351,1
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,4340,2
101284185918970,Rumah Kita Riau,Ganjar Nusantara Indonesia,4330,2
103581752405141,Sobar Harahap,Ganjar Nusantara Indonesia,4268,2
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,4256,2
110897011635842,Ganjar Jabar,Ganjar Nusantara Indonesia,4252,2
101013849386195,Tema Bantul,Ganjar Nusantara Indonesia,4200,2
104446389029591,Tasikmalaya Pedia,Ganjar Nusantara Indonesia,4190,2
103856925756142,Membaur surabaya raya,Ganjar Nusantara Indonesia,4088,2
