Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
101665683225827,José Luna Gálvez - Pepe Luna,Laidy Diana Peceros Espinoza,22558,4
414139832118173,Ciro Castillo - Callao,Yo apoyo a MAS CALLAO,8094,20
108914741596097,Reynaldo Hilbck SI Cumple,Reynaldo Hilbck,5879,4
1689717484436468,Canal Piura,Piura Informado,5044,5
756922834393995,Reynaldo Hilbck - Unidad Regional,Reynaldo Hilbck,3521,6
153023865485753,Werner Salcedo,Eloy Díaz,3252,38
106426288924008,Cusco Al Día,Cusco al Día,2758,22
1502545989851324,Rosita Vásquez - La Cholita,Hache Arteaga,1565,18
119723768043679,Grupo Verona,Giovanni Domenico Verona Baluarte,1078,17
101266035995072,Cordano Gobernador Regional del Callao,Avigaíl Abisai Sinche Panduro,970,23
112028457313495,El Campesino informa,El Campesino,960,62
100535786188317,Piura lo dejo a tu criterio,Lucho Neyra del Reloj,881,1
776498802704340,Piura Denuncia,Piura Informado,876,1
153023865485753,Werner Salcedo,Yo apoyo a Werner Salcedo,566,5
323413307685405,El Informativo CUSCO,Informativo Cusco,555,5
101555396562359,Voto Informado,Voto Informado,501,4
106792205594410,Cordano el Constructor del Callao,cordanoconstructorcallao,410,5
201324190574817,Alex Rodriguez Alvarado,Jesús Jhonatan Santisteban Riojas,382,5
111470355596678,ONPE Oficina Nacional de Procesos Electorales - Perú,Oficina Nacional de Procesos Electorales,334,6
109186465355018,Las Lilas - Perú,Las Lilas,304,55
267400830052655,Edy Cuellar Región Cusco 2023,Boris Braulio Santos Acostupa,301,6
264223880347121,Lampadia Oficial,LAMPADIA,293,73
593247027692875,Zumel Trujillo Gobernador,Zumel Trujillo 2022,292,5
109019574560600,Aula Gaceta,Joel V. Supo Baldo,278,1
475157512880993,Lucho Neyra León - Gobernador Regional,Jose Miguel Lopez Leon,236,2
762710470597362,Contigo Callao - Movimiento Regional,Yo estoy Contigo Callao Movimiento,234,5
475157512880993,Lucho Neyra León - Gobernador Regional,Lucy Cristina Riojas Rivera,199,3
1133038383505312,Roger a la región,Marco Enyelver Asencio Camizán,194,17
102009868271044,Noticias Piura,Jackson Zegarra,162,3
108120281961854,Jaime Rodríguez - Jamocho a la Región,Michael Junior Corahua Larico,158,5
104023934870147,Leyda Rimarachín,Frank Jhonatan Chappa Vega,153,6
103042412591234,Ciro Castillo Gobernador del callao 2023,Chalacos con Ciro Castillo,145,2
107760198648116,Marca el Torito,Zaida Trejo Perez,119,3
102876865523770,Victoria Amazonense,Esteban Villanueva,111,4
107277410983740,Polanski Carmona Cruz,Polanski Carmona Cruz,≤100,1
348918008452785,Piura Data - Estudios de mercado,Maria Fernanda Checa Seminario,≤100,2
102210169262599,Chalacos Unidos,Chalacos Unidos,≤100,2
204040603454657,Dr. Jorge Pérez,Maria Del Carmen Collantes Alvarez,≤100,19
140765589379192,Pedro Spadaro,Yo apoyo a Pedro Spadaro,≤100,2
107439672201637,Callao digno para el callao,Callao digno para los Chalacos,≤100,1
729149373915986,Rextie,Rextie,≤100,3
1897126257190528,Instituto Latinoamericano de Capacitaciones Jurídicas-ILCJ,ILCJ,≤100,44
142062936237878,Goberna,Goberna,≤100,9
100283442359203,Fernando Arce Alvarado - Parlamentario Andino,Gustavo Gongora Rodriguez,≤100,3
100418761472038,Gilia Gutiérrez Gobernadora Regional,María Fernanda Salinas Soto,≤100,4
104381882429050,Cumbre de Gobernadores e Intendentes de Latinoamérica,Shocking Wave Productions,≤100,4
287389705061665,Nut. Roy Miranda,Oscar Roy Miranda,≤100,2
687691121319854,Ernesto Álvarez Miranda,Ernesto Julio Alvarez Miranda,≤100,2
107886892080038,Los jóvenes con Roger Guevara,Enzo Waldir Llanos Palacios,≤100,6
