Location name,Amount spent (NOK)
Akershus,6284
Aust-Agder,1179
Buskerud,2752
Finnmark,912
Hedmark,2172
Hordaland,7129
Møre og Romsdal,2927
Nord-Trøndelag,1478
Nordland,2877
Oppland,2386
Oslo,12266
Rogaland,4710
Sogn og Fjordane,1164
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3302
Telemark,1745
Troms,2495
Unknown,473
Vest-Agder,2152
Vestfold,2299
Østfold,3583
