Location name,Amount spent (MYR)
Johor,937
Kedah,566
Kelantan,323
Kuala Lumpur,1531
Labuan,≤100
Malacca,309
Negeri Sembilan,422
Pahang,508
Penang,428
Perak,643
Perlis,≤100
Putrajaya,≤100
Sabah,669
Sarawak,620
Selangor,2815
Terengganu,363
Unknown,≤100
