Location name,Amount spent (BRL)
Acre (state),486
Alagoas,2258
Amapá,866
Amazonas,3437
Bahia,10819
Ceará,6964
Espírito Santo,2946
Federal District,3543
Goiás,7353
Maranhão,4275
Mato Grosso,5669
Mato Grosso do Sul,5113
Minas Gerais,19177
Paraná,9994
Paraíba,3121
Pará,6555
Pernambuco,6370
Piauí,2317
Rio Grande do Norte,2662
Rio Grande do Sul,9837
Rio de Janeiro (state),15794
Rondônia,2228
Roraima,889
Santa Catarina,13805
Sergipe,3042
São Paulo (state),51393
Tocantins,1908
Unknown,≤100
