Location name,Amount spent (EUR)
Attica (region),2061
Central Greece (region),153
Central Macedonia,1323
Crete,229
Eastern Macedonia and Thrace,186
Epirus (region),≤100
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),135
Southern Aegean,132
Thessaly,240
Unknown,≤100
Western Greece,189
Western Macedonia,≤100
