Location name,Amount spent (TWD)
Changhua,6278
Chiayi,1279
Hsinchu,3200
Hsinchu City,6040
Hualien,3338
Kaohsiung,23226
Keelung City,2847
Kinmen,385
Lienchiang,≤100
Miaoli,3593
Nantou,2437
New Taipei City,37524
Penghu,527
Pingtung,4423
Taichung,25959
Tainan,13952
Taipei,33933
Taitung,1869
Taoyuan City,23448
Unknown,2666
Yilan,2420
Yunlin,3882
