Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1683694,20
1059459884138781,Mauricio Tobón Franco.,Mauricio Tobón Franco,1356407,2
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1037891,8
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,735043,14
109536228288634,Nuevo Liberalismo Valle del Cauca,Nuevo Liberalismo Valle del Cauca,659999,14
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,615986,6
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,566693,10
1115184931884092,Albert Corredor,Albert Corredor,554536,5
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,544052,2
251292808253299,Canadian College,Canadian College,481504,10
301364506594738,Cumbre Mundial de Comunicación Política,Cumbre Mundial de Comunicación Política,458047,16
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,370798,3
812165288875574,Jaime Pumarejo,Toro Digital 1972,361691,7
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,324665,6
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,319989,4
336711793710254,Metro de Bogotá,Metro de Bogotá,301427,8
108233262091178,David Islem R,David Islem R,281587,4
116836247966846,Luis Fernando Suárez Gobernador,Luis Fernando Suárez Gobernador,268491,5
184284351706738,Lotería de Bogotá,Lotería de Bogotá,258091,4
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,224344,2
203230049696620,Bryan Orozco,These ads ran without a disclaimer,208183,1
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,199171,1
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,194127,2
107269324429951,Víctor Ramos,Víctor Ramos,193052,56
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,183516,3
1999950110104088,Heidy Sánchez,Jhoan Camilo Cifuentes Garcia,182242,1
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,181639,3
108827338788235,Por la defensa de Cali,POR LA DEFENSA DE CALI,169447,4
162949777243451,Andrés Julián,Andrés Julián Rendon,165342,6
1896813010334035,Secretaría de Educación de Barranquilla,Secretaría de Educación de Barranquilla,162674,5
391099551688976,Manuel Correa,Manuel Correa,159547,14
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,156325,1
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,153720,3
1576524665931896,Carlos Amaya Primero Villanueva,Carlos Amaya Primero Villanueva,149374,12
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,148882,7
480612205430156,Deninson Mendoza,Deninson Mendoza Ramos,137410,1
104328067049129,Niñez YA - Sociedad civil por la niñez y la adolescencia,NiñezYA - Sociedad civil por la niñez y la adolescencia,134704,9
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,124731,5
