Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,904
Bicol Region,9719
Cagayan Valley,3474
Calabarzon,25103
Caraga,1881
Central Luzon,14281
Central Visayas,8645
Cordillera Administrative Region,1578
Davao Region,5834
Eastern Visayas,4145
Ilocos Region,5010
Metro Manila,48632
Mimaropa,2928
Northern Mindanao,3869
Soccsksargen,4145
Unknown,≤100
Western Visayas,9281
Zamboanga Peninsula,2667
