Location name,Amount spent (ZAR)
Eastern Cape,1210
Free State,908
Gauteng,5930
KwaZulu-Natal,2110
Limpopo,760
Mpumalanga,761
North West,575
Northern Cape,254
Unknown,≤100
Western Cape,11337
