Location name,Amount spent (NOK)
Akershus,11730
Aust-Agder,1972
Buskerud,4801
Finnmark,1756
Hedmark,3465
Hordaland,11623
Møre og Romsdal,5445
Nord-Trøndelag,3088
Nordland,5110
Oppland,3281
Oslo,17797
Rogaland,8738
Sogn og Fjordane,2014
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,6836
Telemark,3290
Troms,3560
Unknown,≤100
Vest-Agder,3512
Vestfold,4819
Østfold,6021
