Location name,Amount spent (THB)
Amnat Charoen,121
Ang Thong,≤100
Ayutthaya,847
Bangkok,35746
Bueng Kan,247
Buriram,398
Chachoengsao,319
Chai Nat,≤100
Chaiyaphum,457
Chanthaburi,1277
Chiang Mai,2168
Chiang Rai,428
Chon Buri,2712
Chumphon,853
Kalasin,283
Kamphaeng Phet,221
Kanchanaburi,347
Khon Kaen,2781
Krabi,356
Lampang,280
Lamphun,164
Loei,188
Lop Buri,211
Mae Hong Son,262
Maha Sarakham,441
Mukdahan,336
Nakhon Nayok,≤100
Nakhon Pathom,1061
Nakhon Phanom,4449
Nakhon Ratchasima,1733
Nakhon Sawan,1112
Nakhon Si Thammarat,3049
Nan,122
Narathiwat,260
Nong Bua Lam Phu,308
Nong Khai,165
Nonthaburi,1389
Pathum Thani,1654
Pattani,296
Phangnga,233
Phatthalung,1353
Phayao,500
Phetchabun,237
Phetchaburi,385
Phichit,733
Phitsanulok,2874
Phrae,143
Phuket,2084
Prachin Buri,207
Prachuap Khiri Khan,457
Ranong,192
Ratchaburi,417
Rayong,773
Roi Et,364
Sa Kaeo,161
Sakon Nakhon,1626
Samut Prakan,2156
Samut Sakhon,771
Samut Songkhram,1760
Saraburi,287
Satun,214
Sing Buri,≤100
Sisaket,390
Songkhla,3780
Sukhothai,271
Suphan Buri,291
Surat Thani,9039
Surin,383
Tak,219
Trang,1166
Trat,947
Ubon Ratchathani,919
Udon Thani,442
Unknown,≤100
Uthai Thani,≤100
Uttaradit,155
Yala Province,253
Yasothon,433
