Location name,Amount spent (JPY)
Aichi Prefecture,30677
Akita Prefecture,2668
Aomori Prefecture,3420
Chiba Prefecture,27911
Ehime Prefecture,3418
Fukui Prefecture,2254
Fukuoka Prefecture,49696
Fukushima Prefecture,4147
Gifu Prefecture,5912
Gunma Prefecture,13570
Hiroshima Prefecture,9977
Hokkaido,21065
Hyōgo Prefecture,20610
Ibaraki Prefecture,8699
Ishikawa Prefecture,3794
Iwate Prefecture,2464
Kagawa Prefecture,5389
Kagoshima Prefecture,5008
Kanagawa Prefecture,50056
Kumamoto Prefecture,7609
Kyoto Prefecture,14663
Kōchi Prefecture,1693
Mie Prefecture,7001
Miyagi Prefecture,12064
Miyazaki Prefecture,2882
Nagano Prefecture,5941
Nagasaki Prefecture,4626
Nara Prefecture,4386
Niigata Prefecture,5447
Okayama Prefecture,5587
Okinawa Prefecture,5426
Osaka Prefecture,43522
Saga Prefecture,4356
Saitama Prefecture,26453
Shiga Prefecture,4273
Shimane Prefecture,1429
Shizuoka Prefecture,11746
Tochigi Prefecture,6171
Tokushima Prefecture,1952
Tokyo,83063
Tottori Prefecture,1398
Toyama Prefecture,3236
Unknown,≤100
Wakayama Prefecture,2843
Yamagata Prefecture,3056
Yamaguchi Prefecture,3916
Yamanashi Prefecture,4240
Ōita Prefecture,5234
