Location name,Amount spent (BRL)
Acre (state),1810
Alagoas,5420
Amapá,1796
Amazonas,7064
Bahia,21025
Ceará,17494
Espírito Santo,7161
Federal District,5600
Goiás,12513
Maranhão,9460
Mato Grosso,8127
Mato Grosso do Sul,5693
Minas Gerais,35347
Paraná,20241
Paraíba,7792
Pará,11817
Pernambuco,16427
Piauí,5290
Rio Grande do Norte,7218
Rio Grande do Sul,21266
Rio de Janeiro (state),28808
Rondônia,3499
Roraima,1278
Santa Catarina,15131
Sergipe,4250
São Paulo (state),79029
Tocantins,2801
Unknown,477
