Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
130834367164,Red PaPaz,Red PaPaz,2635827,7
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1024383,20
1649204585296525,Juan David Valderrama,Juan David Valderrama,1009307,36
159514754069267,Partido Cambio Radical,Partido Cambio Radical,874849,3
101875106251616,Partido Verde Oxígeno,Partido Verde Oxigeno,837852,8
251292808253299,Canadian College,Canadian College,657845,17
191459311042712,Jaime Andrés,Jaime Andrés,635894,25
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,611886,31
309383129136101,Secretaría Gobierno de Bogotá,Secretaría Gobierno de Bogotá,609242,2
1147318942107929,Todos Somos Una,DEBRAIN LLC,543685,18
1643303432550207,Gustavo Vélez,Gustavo Vélez,524598,55
101391859627743,Colombia sin miedo,Colombia sin miedo,522261,33
107269324429951,Víctor Ramos,Víctor Ramos,500564,23
1586264924948495,Diego Gonzalez,Diego Gonzalez,486120,2
256488875025665,Juan Bocanegra,Juan Bocanegra,449595,2
185965224778568,Diario Occidente,Nuevo Diario Occidente,446644,8
112635318557348,NotiSocial,NotiSocial,446248,10
601336570076276,Rodolfo Correa,Rodolfo Correa,408739,4
100397975380528,Amigos de Dumek,Amigos de Dumek,349410,5
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,323976,7
108827338788235,Hernando Morales,Por La Defensa de CALI,323726,6
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro,323717,148
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,306669,4
286568181368830,Jhon Ortega,Jhon Ortega,294307,14
465572140144556,Juan Diego Castrillón Orrego,Juan Diego Castrillón Orrego,269367,28
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,256255,6
640014613127336,Luis Eladio Pérez,Luis Eladio Pérez,253273,3
74489886130,Soy Mafe Rojas,Soy Mafe Rojas,220035,2
1586192348316443,Maicol Lopera Cardona,Maicol Lopera,211710,105
115922544823271,Miyerlandi Torres A,Miyerlandi Torres A,210533,137
118514924593739,Tanque Seco,Tanque seco,210416,42
438113889610097,Hosman Yaith Martínez Moreno,Hosman Yaith Martínez Moreno,210402,63
112155252163421,Sebastián López V.,Sebastián López V.,210390,5
166059236849588,G Garcia Realpe,G Garcia Realpe,209476,7
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,207300,3
101575821423496,Alejo Te Da Un Concejo,Alejo Te Da Un Concejo,196573,15
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,191626,6
103723022353836,Secretaría de Turismo de Antioquia,Secretaría de Turismo Antioquia,183275,4
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,179027,1
1975883486014350,David Fajardo,David fajardo,177585,4
1913101528996718,Congreso Nacional de Marketing Político,Congreso Nacional de Marketing Político,174571,17
321582221272701,UNIMINUTO,These ads ran without a disclaimer,169176,8
116379298034788,Elvira Gutierrez,Elvira Gutierrez,168487,1
287517401455925,Marcela Amaya,Marcela Amaya,165467,4
1115184931884092,Albert Corredor,Albert Corredor,152137,2
103754197881668,Esteban Restrepo,Esteban Restrepo,148321,6
107630602393621,Hora de Justicia,Horadejusticia,146973,16
1424975741154818,Unión Patriótica Nariño,Unión Patriótica Nariño,146680,6
287595705527569,Luis Carlos Leal,Luis Carlos Leal,145562,2
1589652347763879,Aquileo Medina A,Aquileo Medina A,140027,2
1259770774053121,Politécnico COHAN - Medellín,Politécnico COHAN - Medellín,139724,2
113813341633983,Francisco Montes Vergara - Una Causa Justa por Sucre,Francisco Montes Vergara - Una Causa Justa por Sucre,134476,4
969143216462972,Felipe Cañizalez,Felipe Cañizalez,128749,4
121669444208502,Sergio Flechas,Sergio Flechas,125212,2
472245809650733,Marco Tulio Ruíz,Marco Tulio Ruíz,122700,2
273140600265429,Ing. Ronald Ortiz,Agencia Estratégica,121973,16
381403022031226,Steven Cárdenas,Steven Cárdenas,121909,63
101642839569704,Javier Marulanda,Dr Javier Marulanda,117462,12
108233262091178,David Islem R,David Islem R,113057,5
104047152655781,Juan de Dios,Juan de Dios,113024,7
454396071316750,Mauricio Salazar,Mauricio Salazar,112854,1
108946084100541,Alcaldía Cartagena Del Chairá,Alcaldía Cartagena Del Chairá,112028,5
151237191625066,Henry Gutiérrez Angel,Henry Gutiérrez Angel,109232,10
100351841692214,Coronel Jorge Gallego,Coronel Jorge Gallego,101472,2
963227387143893,Etelivar Torres,Etelivar Torres,99345,1
105848177845789,All Out en español,All Out Action Fund,99332,9
100132752831088,Natalia López Fuentes,Natalia López Fuentes,98223,1
1618570331693200,Fuerza Ciudadana,Fuerza Ciudadana,97153,1
341743792688909,Centro de Ciencia y Tecnología de Antioquia,Centro de Ciencia y Tecnología de Antioquia,94994,10
2369166386675873,Mauricio Presente,Mauricio Rendón,93429,20
1622001728047397,Harman Alcalde,Harman Alcalde,91647,17
299469560099835,Alcaldía de Cali,Alcaldía de Cali,86261,3
100475532513857,Cristian Halaby,Cristian Halaby,85826,1
838927469815494,Diana Diago,Diana Diago,85527,9
1598264127092439,Jacobo Quessep,Jacobo Quessep,85140,6
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,83961,3
102143071616787,Goberna Colombia,Goberna,82814,4
100862467976065,Andrés Fandiño,Andrés Fandiño,82659,4
494989867300388,Academia de Locución Para Radio y Televisión ARTV,These ads ran without a disclaimer,80411,1
106083021215996,Todos por Medellín,Todos por Medellín,80400,5
113234113483957,Mauricio Muñoz,Mauricio Muñoz,80356,2
226673927862469,Idcbis,Instituto Distrital de Ciencia Biotecnología e Innovación en Salud,79371,24
116430736811606,Ever Villegas,Ever Villegas,79314,12
598646723981319,Lucia Tous,Lucia Tous,78792,7
256137705025668,Freddy Baron Orozco,Freddy Baron Orozco,78689,1
111959430353692,Carime Rodríguez,Carime Rodríguez,76998,12
462660883763346,Ronald Mayorga,Ronald Mayorga,76296,1
170633243101916,Alexander Serrato,Alexander Serrato,74778,2
263044047137195,Ambiente Bogotá,Ambiente Bogotá,74265,1
104624142451363,Hugo Kerguelén,Hugo Kerguelén,72932,3
