Location name,Amount spent (NOK)
Akershus,4080
Aust-Agder,708
Buskerud,1596
Finnmark,556
Hedmark,935
Hordaland,4587
Møre og Romsdal,1389
Nord-Trøndelag,1199
Nordland,1806
Oppland,872
Oslo,10444
Rogaland,2305
Sogn og Fjordane,493
Sør-Trøndelag,8190
Telemark,1163
Troms,1395
Unknown,≤100
Vest-Agder,1324
Vestfold,1890
Østfold,2655
