Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
171980796153771,Siraj ul Haq,Siraj ul Haq,24208,12
200480966638039,Supremacy 1914,These ads ran without a disclaimer,6375,3
108032181861181,SUNO TV,SUNO TV,5566,5
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,4892,3
108223471509615,Hassan Inam Piracha,These ads ran without a disclaimer,4794,13
2167817683483103,Kashif Ansari,Bss-Digital,3813,1
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,3486,8
107703715013954,JTR Media House,JTR Media House,2738,4
112611718401040,Pakistan Markazi Muslim League - Karachi,Pakistan Markazi Muslim League - Karachi,2163,3
204305176293161,Alamgir Khan,Alamgir Khan,1965,1
977981842265214,Pukaar,Pukaar,1961,2
543755195637715,Mian Aslam,Mian Aslam,1814,2
389438921109161,Touseef Abbasi,Touseef Abbasi,1541,7
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,1490,1
467252070142548,Ch Mustansar Ali Gondal,Ch Mustansar Ali Gondal,1399,3
145394629423894,K2K,Zohaib Ali,1338,2
103238092691017,Muhammad Rafiq,Muhammad Rafiq,1331,1
104557275823271,Islamic Coin,These ads ran without a disclaimer,1307,3
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,1205,2
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,1199,4
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,1198,2
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,1148,1
1663305917241505,Khalil Ahmad Bajwa,Khalil Ahmad Bajwa,1144,1
106651878467952,Haris Mansoor,Haris Mansoor,1111,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",1002,2
108727162154282,Azhar Iqbal,Azhar Iqbal,1000,3
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,987,2
677173575779097,Muhammad Hanif Pitafi PP289,Muhammad Hanif Pitafi PP289,923,4
133648753466105,Group Development Pakistan,Group Development Pakistan,914,3
113614418310351,ایس ایم رانجھا این اے 80,Imtiaz Ahmad,913,1
103720225643302,Chaudhry ijaz Ahmad Ranian,Chaudhry ijaz Ahmad Ranian,896,2
117245297940276,Imtiaz Minhala,Muhammad Arslan Haider,880,4
284370804968723,"Croatian service, China radio International",These ads ran without a disclaimer,784,1
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,599,2
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,491,1
120437430938970,Syed Mohammad Kirmani,Syed Mohammad Kirmani,487,1
109812220412504,Musa Habib Raja,Musa Habib Raja,486,1
371061713083628,Murad Raas,Murad Raas,466,1
331162064082895,Atta Ur Rehman,Asad Iftikhar,462,1
105601235613570,Chaudhary Faisal Ali Bhulla -PTI UK,Chaudhary Faisal Ali Bhulla -PTI UK,434,1
105690462092880,MM News Videos,MM Digital PVT LTD,434,1
100298359657460,Agha Naveed Hashim Rizvi,Shaukat Ali Malik,433,1
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,392,1
108430245385929,Movement IPS Pakistan,Muhammad Shahid Imran,374,1
104699294839888,Pakistan Tribune,Pakistan Tribune,366,1
356097774970187,Ch Shahid Munir Azhar,Ch Shahid Munir Azhar,328,1
101201205983426,Mian Athar Mahmood,Syed Raza Haider Zaidi,322,1
108876282120706,Qazi Shafiq,Qazi Shafiq,309,1
102159305744420,Adv Khanzada Nadeem Khan Official,Adv Khanzada Nadeem Khan Official,251,1
107792052171890,Haji Ghulam Ali Governor Khyber Pakhtunkhwa,Mumtaz Ali,243,1
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,239,2
1814850698741724,Senator Mohsin Aziz,Senator Mohsin Aziz,196,1
120062273237634,Jaanlo,Jaanlo,167,1
216311481960,Bill Gates,These ads ran without a disclaimer,120,1
102449564691546,HideSide magazine,These ads ran without a disclaimer,≤100,1
104157869107017,design,These ads ran without a disclaimer,≤100,2
189862017869223,Rai Allah Nawaz PP 101,Rai Allah Nawaz pp 101,≤100,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,1
150133878955357,ASWideWision,These ads ran without a disclaimer,≤100,1
103430555733473,Raja Talia Saeed Khan,Raja Talia Saeed Khan,≤100,1
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,≤100,1
184129898267453,Noraiz Malik,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,1
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100,1
111279184695300,NewCo Pro,These ads ran without a disclaimer,≤100,1
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,1
109562720823279,CGTN Sports Scene,These ads ran without a disclaimer,≤100,2
1443067615925365,Anila Ali,These ads ran without a disclaimer,≤100,2
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
361903161076410,TV-News24,These ads ran without a disclaimer,≤100,1
132952406828601,NCS Group,These ads ran without a disclaimer,≤100,1
