Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,7306419
Apure,1000000
Aragua,9514895
Barinas,7250000
Bolívar (state),9821698
Capital District,19442785
Carabobo,13503049
Cojedes,750000
Delta Amacuro,250000
Falcón,2349974
Guárico,1757481
Lara,8703904
Miranda (state),6208206
Monagas,1750000
Mérida,2751500
Nueva Esparta,1000000
Portuguesa,2500000
Sucre,1500000
Trujillo,1984978
Táchira,9751500
Unknown,152498
Vargas,2000000
Yaracuy,2250000
Zulia,20503000
