Location name,Amount spent (EUR)
Alsace,389
Aquitaine,1113
Auvergne,265
Basse-Normandie,259
Bourgogne,350
Bretagne,730
Centre,485
Champagne-Ardenne,249
Corse,109
Franche-Comté,206
French Guiana,≤100
Guadeloupe,≤100
Haute-Normandie,361
Languedoc-Roussillon,808
Limousin,160
Lorraine,459
Martinique,≤100
Mayotte,≤100
Midi-Pyrénées,739
New Caledonia,≤100
Nord-Pas-de-Calais,941
Pays de la Loire,793
Picardie,390
Poitou-Charentes,435
Provence-Alpes-Côte d'Azur,1480
Reunion Island,≤100
Rhône-Alpes,1776
Unknown,≤100
Wallis and Futuna,≤100
Île-de-France,3128
