Location name,Amount spent (NZD)
Auckland Region,4800
Bay of Plenty Region,925
Canterbury,1765
Cook Islands,≤100
Gisborne District,131
Hawke's Bay,507
Manawatu-Wanganui,826
Marlborough Region,119
Nelson Province,179
Niue,≤100
Northland Region,524
Otago,675
Southland,305
Taranaki,377
Tasman District,110
Tokelau,≤100
Unknown,≤100
Waikato,1217
Wellington Region,1503
West Coast,≤100
