Location name,Amount spent (CZK)
Central Bohemian Region,9677
Hradec Králové Region,3648
Karlovy Vary Region,1873
Liberec Region,3002
Moravian-Silesian Region,7443
Olomouc Region,4127
Pardubice Region,3460
Plzeň Region,3885
Prague,19644
South Bohemian Region,4199
South Moravian Region,9576
Unknown,≤100
Vysočina Region,2947
Zlín Region,3945
Ústí nad Labem Region,5725
