Location name,Amount spent (USD)
Alabama,7758
Alaska,3722
American Samoa,≤100
Arizona,26744
Arkansas,8127
California,78295
Colorado,14469
Connecticut,7626
Delaware,2033
Florida,71257
Georgia,22573
Guam,≤100
Hawaii,2560
Idaho,7152
Illinois,24711
Indiana,13486
Iowa,6776
Kansas,6888
Kentucky,13660
Louisiana,9344
Maine,6885
Maryland,16920
Massachusetts,11043
Michigan,37880
Minnesota,13579
Mississippi,4922
Missouri,13637
Montana,8226
Nebraska,4686
Nevada,10010
New Hampshire,2382
New Jersey,19699
New Mexico,6952
New York,56992
North Carolina,21981
North Dakota,1322
Northern Mariana Islands,≤100
Ohio,24023
Oklahoma,12612
Oregon,10786
Pennsylvania,41857
Puerto Rico,≤100
Rhode Island,1657
South Carolina,8731
South Dakota,1735
Tennessee,15518
Texas,57031
Unknown,≤100
Utah,11551
Vermont,2079
Virgin Islands (U.S.),≤100
Virginia,19192
Washington,15683
"Washington, District of Columbia",5988
West Virginia,6211
Wisconsin,26731
Wyoming,1373
