Location name,Amount spent (VEF)
Amazonas,387646
Anzoátegui,8365886
Apure,1484252
Aragua,11403643
Barinas,3179270
Bolívar (state),5378626
Capital District,31326113
Carabobo,19430676
Cojedes,1368572
Delta Amacuro,373738
Falcón,3474933
Guárico,1770898
Lara,9807746
Miranda (state),9398867
Monagas,2557869
Mérida,4683452
Nueva Esparta,1166428
Portuguesa,2392027
Sucre,2013958
Trujillo,2106000
Táchira,8454076
Vargas,2976289
Yaracuy,2862973
Zulia,17032735
