Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
246046232150591,Pakistan Peoples Party - PPP,Pakistan Peoples Party,10577,2
1520949268140409,Aseefa Bhutto Zardari,Pakistan Peoples Party,3289,1
136685708574073,Islamic Political Movement,These ads ran without a disclaimer,2744,3
109493084543028,Four Corners with Tarar,NEXT TV,2665,1
196902934458860,Political Insight,Political Insight,2094,1
109866987217704,Palestine International Broadcast,These ads ran without a disclaimer,1872,1
109771132134070,کتابوں کی بستی,Saad Farooq,1552,5
101160702224736,White News,White News,1467,2
2060049387610062,WARIS KHAN NA19 Swabi,WARIS KHAN NA19 Swabi,1407,4
1593102584118667,Punjab SDGs Support Unit,Punjab SDGs Support Unit,1270,5
457514774319202,White News پښتو,White News پښتو,1221,3
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,1168,3
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,1083,2
1706863532970589,Nasir Hashmi,Nasir Hashmi,1028,2
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,1000,5
109120380422173,Rana Sajjad,Rana Sajjad Hussain,962,1
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,955,26
169799706487474,CGTN Français,These ads ran without a disclaimer,836,1
97429917898,ProPakistani,ProPakistani,801,1
474588795895313,Getafe C.F.,These ads ran without a disclaimer,739,3
105396082410434,White News English,White News English,691,2
102171992483533,Rana Naseer Ahmed,Rana Naseer Ahmed,601,1
377782882622312,PPP Chakwal,Mohsin Farooq Abbasi,559,2
116920454738140,Tinted Permits,These ads ran without a disclaimer,440,3
451802268196520,Aniq Randhawa,Aniq Randhawa,355,1
1424223304461114,Mohammad Sarwar,These ads ran without a disclaimer,318,1
114600191638543,tinted glass permit,These ads ran without a disclaimer,305,1
22760563564,FairPlanet,These ads ran without a disclaimer,304,1
105327482507531,Education Project Balochistan,Education Project Balochistan,297,1
565225540184937,CGTN,These ads ran without a disclaimer,285,1
115798388197514,Sher Azam Khan,Naveed Khan,260,1
2107858016193986,Voice of Sindh,Voice of Sindh,254,1
113699246998141,Wazir property & builder,These ads ran without a disclaimer,229,1
101737024836683,Anjuman-E-Tajran انجمن تاجران,Mujahid Maqsood Butt,217,2
2212487818997338,Fakhar Azam Wazir,Naveed Khan,189,1
110517978236170,Book Cafe,These ads ran without a disclaimer,154,1
420026288429590,Balochistan Today,Balochistan Today,148,1
