Location name,Amount spent (VND)
An Giang Province,6881
Bà Rịa–Vũng Tàu Province,7604
Bình Dương Province,9959
Bình Phước Province,5197
Bình Thuận Province,7276
Bình Định Province,7580
Bạc Liêu Province,2806
Bắc Giang Province,38112
Bắc Kạn Province,2066
Bắc Ninh Province,33646
Bến Tre Province,4099
Cao Bằng Province,2588
Cà Mau Province,3340
Cần Thơ,5670
Da Nang,7552
Gia Lai Province,5345
Haiphong,12340
Ho Chi Minh City,244736
Hà Giang Province,1578
Hà Nam Province,4590
Hà Tĩnh Province,10662
Hòa Bình Province,5556
Hưng Yên Province,26809
Hải Dương Province,15796
Hậu Giang Province,1592
Khánh Hòa Province,9019
Kiên Giang Province,114657
Kon Tum Province,2838
Lai Châu Province,372
Long An Province,5589
Lào Cai Province,2303
Lâm Đồng Province,9132
Lạng Sơn Province,4309
Nam Định Province,9152
Nghệ An Province,40285
Ninh Bình Province,4639
Ninh Thuận Province,2611
Phú Thọ Province,7568
Phú Yên Province,4336
Quảng Bình Province,4906
Quảng Nam Province,8552
Quảng Ngãi Province,6055
Quảng Ninh Province,8147
Quảng Trị Province,4978
Sóc Trăng Province,3342
Sơn La Province,4059
Thanh Hóa Province,18469
Thái Bình Province,8503
Thái Nguyên Province,8977
Thừa Thiên–Huế Province,7802
Tiền Giang Province,5334
Trà Vinh Province,3270
Tuyên Quang Province,3721
Tây Ninh Province,6273
Vĩnh Long Province,3913
Vĩnh Phúc Province,18989
Yên Bái Province,4304
Điện Biên Province,2477
Đắk Lắk Province,14518
Đắk Nông Province,3510
Đồng Nai Province,19930
Đồng Tháp Province,4731
