Location name,Amount spent (VND)
An Giang Province,184525
Bà Rịa–Vũng Tàu Province,36182
Bình Dương Province,47044
Bình Phước Province,13596
Bình Thuận Province,6842
Bình Định Province,127972
Bạc Liêu Province,9192
Bắc Giang Province,56389
Bắc Kạn Province,6172
Bắc Ninh Province,69339
Bến Tre Province,1397
Cao Bằng Province,8830
Cà Mau Province,3274
Cần Thơ,6739
Da Nang,10269
Gia Lai Province,8956
Haiphong,52705
Ho Chi Minh City,1094487
Hà Giang Province,7381
Hà Nam Province,15314
Hà Tĩnh Province,31539
Hòa Bình Province,33096
Hưng Yên Province,64723
Hải Dương Province,51745
Hậu Giang Province,2551
Khánh Hòa Province,13402
Kiên Giang Province,7913
Kon Tum Province,10395
Lai Châu Province,1093
Long An Province,6316
Lào Cai Province,16641
Lâm Đồng Province,15465
Lạng Sơn Province,24694
Nam Định Province,42498
Nghệ An Province,94560
Ninh Bình Province,8405
Ninh Thuận Province,3178
Phú Thọ Province,35957
Phú Yên Province,10779
Quảng Bình Province,31055
Quảng Nam Province,4289
Quảng Ngãi Province,8750
Quảng Ninh Province,42983
Quảng Trị Province,2841
Sóc Trăng Province,2610
Sơn La Province,11911
Thanh Hóa Province,83346
Thái Bình Province,57179
Thái Nguyên Province,52958
Thừa Thiên–Huế Province,22568
Tiền Giang Province,7167
Trà Vinh Province,1104
Tuyên Quang Province,51559
Tây Ninh Province,9086
Vĩnh Long Province,2674
Vĩnh Phúc Province,12522
Yên Bái Province,34736
Điện Biên Province,16481
Đắk Lắk Province,33739
Đắk Nông Province,9421
Đồng Nai Province,86504
Đồng Tháp Province,10173
