Location name,Amount spent (NOK)
Akershus,4249
Aust-Agder,351
Buskerud,1206
Finnmark,266
Hedmark,714
Hordaland,1984
Møre og Romsdal,1054
Nord-Trøndelag,426
Nordland,843
Oppland,684
Oslo,5478
Rogaland,2319
Sogn og Fjordane,367
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1251
Telemark,517
Troms,605
Unknown,≤100
Vest-Agder,1064
Vestfold,1001
Østfold,1277
