Location name,Amount spent (CHF)
Aargau,250
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,200
Basel-Landschaft,≤100
Bern,382
Canton of Geneva,326
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,181
Fribourg,188
Graubünden,≤100
Jura,≤100
Luzern,160
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,116
Thurgau,101
Ticino,139
Unknown,≤100
Uri,≤100
Valais,185
Vaud,398
Zug,≤100
Zürich,1087
