Location name,Amount spent (VEF)
Amazonas,47500
Anzoátegui,2812953
Apure,177499
Aragua,4857945
Barinas,277499
Bolívar (state),2515454
Capital District,15500000
Carabobo,8250000
Cojedes,250000
Delta Amacuro,≤100
Falcón,1774993
Guárico,707497
Lara,3989984
Miranda (state),4897945
Monagas,1457494
Mérida,2250000
Nueva Esparta,5229979
Portuguesa,1530458
Sucre,750000
Trujillo,250000
Táchira,3500464
Unknown,20000
Vargas,1500000
Yaracuy,1414994
Zulia,3750000
