Location name,Amount spent (NZD)
Auckland Region,3314
Bay of Plenty Region,826
Canterbury,1628
Gisborne District,103
Hawke's Bay,334
Manawatu-Wanganui,558
Marlborough Region,≤100
Nelson Province,189
Northland Region,457
Otago,704
Southland,203
Taranaki,240
Tasman District,≤100
Unknown,≤100
Waikato,1105
Wellington Region,1188
West Coast,≤100
