Location name,Amount spent (CHF)
Aargau,183
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,184
Canton of Geneva,1002
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,193
Fribourg,131
Graubünden,≤100
Jura,≤100
Luzern,561
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,551
Unknown,≤100
Uri,≤100
Valais,177
Vaud,421
Zug,≤100
Zürich,365
