Location name,Amount spent (ARS)
Buenos Aires,4518555
Catamarca,190264
Chaco,115314
Chubut,710803
Ciudad Autónoma de Buenos Aires,806141
Corrientes,105652
Córdoba,2069182
Entre Rios,3724828
Formosa,34624
Jujuy,74804
La Pampa,92397
La Rioja,59473
Mendoza,112071
Misiones,70189
Neuquén,54434
Río Negro,73306
Salta,85737
San Juan,47132
San Luis,78842
Santa Cruz,129429
Santa Fe,12131010
Santiago del Estero,58007
Tierra del Fuego,43465
Tucuman,76256
Unknown,≤100
