Location name,Amount spent (BRL)
Acre (state),726
Alagoas,2043
Amapá,579
Amazonas,3530
Bahia,10725
Ceará,7714
Espírito Santo,5932
Federal District,2774
Goiás,4166
Maranhão,3211
Mato Grosso,3190
Mato Grosso do Sul,1886
Minas Gerais,20077
Paraná,10784
Paraíba,2897
Pará,4990
Pernambuco,6014
Piauí,2149
Rio Grande do Norte,3315
Rio Grande do Sul,8939
Rio de Janeiro (state),12177
Rondônia,1777
Roraima,900
Santa Catarina,8781
Sergipe,1574
São Paulo (state),38370
Tocantins,930
Unknown,≤100
