Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,9613,10
178362315106,European Parliament,European Parliament,2834,3
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,2635,13
163943696987223,Ziarul Puterea,Ziarul Puterea,1032,37
971907786352729,USR Cluj,USR Cluj,1029,8
321890494859228,Vlad Gheorghe,Vlad Gheorghe,979,13
102601499822802,RMDSZ,RMDSZ,688,8
108295090637741,ASAP România,Fundatia The Institute,460,7
205001282852200,Milvus Group,Asociatia GRUPUL MILVUS,442,88
1658924257659048,USR Sector 3,Partidul Uniunea Salvați România - Filiala Sector 3,412,3
114319753592403,AFACERI.news,Trend Communication,374,7
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,371,5
697451833786949,Mihai Polițeanu,Mihai Polițeanu,324,6
107898832590939,European Commission,European Commission,317,2
329619180721358,Cosette Chichirău,Cosette Chichirău,254,5
1559885467641191,Râul Alb,Râul Alb,250,11
149371012371397,Newsweek Romania,Newsweek Romania,244,4
279454772645662,Nicu Ștefănuță,Nicu Ștefănuță,242,4
176989973158138,Guvernare.net,Guvernare.net,238,2
578632118897040,Art Safari Bucharest,These ads ran without a disclaimer,212,3
620083298402659,Bogdan Trif,Bogdan Trif,210,1
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,198,10
1780528075550888,USR Vrancea,Uniunea Salvați România - USR,193,2
731035500293728,Siegfried Muresan,Siegfried Muresan,192,1
109556372802910,USR Dolj,USR Dolj,176,1
557284874779877,Mihai Coteț,Mihai Cotet,175,1
2058611537738487,USR Dej,USR Cluj,165,2
107029625474765,Nicușor Halici,PSD Vrancea,158,2
1156150484398630,MozaiQ,MozaiQ,157,1
102743169253473,Reciclăm în România,Reciclăm în România,152,22
332232000196436,ARCA - Romanian Forum for Refugees and Migrants,ARCA Forumul Român pentru Refugiați și Migranți,150,6
1028428697211383,USR Sibiu,USR Sibiu,143,1
581911828514783,Partidul Mișcarea Populară,Partidul Mișcarea Populară,142,3
104519198394311,Rareș Hopincă,Rares Hopinca,140,1
103971266033940,Mihai Enache,Mihai Enache,135,4
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,132,1
101285816081220,Ilias Papageorgiadis,Ilias Papageorgiadis,130,3
180808795707557,Soldan George,Partidul Social Democrat,125,5
827831393930594,Alin Ignat,Alin Ignat,124,2
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,123,3
508572592666785,Alin Drăgulin,Alin Drăgulin,119,6
112664490103704,Salvăm România,Salvăm România,119,1
