Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,535
Bangkok,10839
Bueng Kan,≤100
Buriram,236
Chachoengsao,411
Chai Nat,≤100
Chaiyaphum,153
Chanthaburi,355
Chiang Mai,790
Chiang Rai,288
Chon Buri,3024
Chumphon,297
Kalasin,142
Kamphaeng Phet,279
Kanchanaburi,568
Khon Kaen,401
Krabi,306
Lampang,188
Lamphun,≤100
Loei,126
Lop Buri,193
Mae Hong Son,422
Maha Sarakham,143
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,741
Nakhon Phanom,229
Nakhon Ratchasima,501
Nakhon Sawan,569
Nakhon Si Thammarat,1926
Nan,212
Narathiwat,161
Nong Bua Lam Phu,421
Nong Khai,≤100
Nonthaburi,505
Pathum Thani,464
Pattani,259
Phangnga,228
Phatthalung,378
Phayao,387
Phetchabun,150
Phetchaburi,616
Phichit,260
Phitsanulok,3698
Phrae,≤100
Phuket,2362
Prachin Buri,137
Prachuap Khiri Khan,392
Ranong,≤100
Ratchaburi,360
Rayong,259
Roi Et,204
Sa Kaeo,110
Sakon Nakhon,284
Samut Prakan,456
Samut Sakhon,700
Samut Songkhram,572
Saraburi,197
Satun,175
Sing Buri,≤100
Sisaket,193
Songkhla,2249
Sukhothai,244
Suphan Buri,217
Surat Thani,8016
Surin,219
Tak,253
Trang,323
Trat,≤100
Ubon Ratchathani,315
Udon Thani,345
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,187
Yasothon,299
