Location name,Amount spent (NZD)
Auckland Region,4707
Bay of Plenty Region,889
Canterbury,1701
Cook Islands,≤100
Gisborne District,188
Hawke's Bay,665
Manawatu-Wanganui,717
Marlborough Region,131
Nelson Province,175
Northland Region,526
Otago,644
Southland,306
Taranaki,356
Tasman District,103
Unknown,≤100
Waikato,1449
Wellington Region,1326
West Coast,≤100
