Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
7860876103,Joe Biden,BIDEN VICTORY FUND,113980,419
85452072376,NEWSMAX,"NEWSMAX MEDIA, INC.",49164,40
851220855030432,J.P. Morgan,"JPMORGAN CHASE BANK, NA",31042,58
107483817554072,WorkMoney,WorkMoney,30727,124
101772951980698,Texas Destination Resort Alliance,Las Vegas Sands Corp.,29169,117
24413227922,Kamala Harris,BIDEN VICTORY FUND,26102,174
570092813023833,Matt Walsh,The Daily Wire,24036,78
122258358636926,Sound of Freedom Movie,"Sound of Freedom, LLC",19702,5
192448150001,Jeff Anderson & Associates,Jeffrey R Anderson PA,18967,224
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,16673,82
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,14184,76
106568024842114,Rideshare Assault Support,Citizen Ad Network LLC,12002,27
7030901126,Campaign for Tobacco-Free Kids,Campaign for Tobacco-Free Kids,9266,47
18982436812,ACLU,American Civil Liberties Union,9160,52
111994897803195,What's Good,Rare with Facebook Ad Credits,9086,12
6514736316,Walden University,Walden University,8657,7
431891506856669,Dove,Unilever,7827,12
109320440856128,Stand Up to Jewish Hate,"Foundation to Combat Anti-Semitism, Inc.",7663,99
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,7559,64
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,7404,426
385473284886474,Hillsdale College,Hillsdale College,7292,89
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,6996,223
1435071773455316,Daily Wire,The Daily Wire,6445,18
376006035816016,Storyworth,These ads ran without a disclaimer,6334,14
103478796015358,Neverbackdown,NEVER BACK DOWN INC.,6159,39
92925746942,Judicial Watch,Judicial Watch,6152,128
108774614054683,American Edge Project,American Edge,5822,49
103496691094956,Freespoke,"FREEDOM FRIES, LLC",5510,8
80562389320,NARAL Pro-Choice America,NARAL PRO-CHOICE AMERICA CORP,5478,7
314499212242,Pfizer,Pfizer Inc.,5475,235
15771560300,Earthjustice,EARTHJUSTICE,5214,127
40217893542,AIPAC,AIPAC,5088,93
2353537341582545,Proud Patriots,Proud Patriots,5086,214
283481148338685,Fight For The Future,Fight for the Future Inc,5019,18
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",4716,35
30139072158,CARE,CARE,4692,33
203197030603239,8 Billion Trees,8 Billion Trees LLC,4681,21
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,4520,44
152759126824,Enbridge,Enbridge Inc.,4483,16
1413858742171052,Melinda French Gates,Melinda French Gates,4422,12
127225910653607,PragerU,PragerU,4252,193
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,4135,151
2053678114723700,President Trump's Patriot Army,I Love My Freedom,3963,65
187005858017014,Climate Power,Climate Power,3837,4
181384525312561,EmpowerLA,City of Los Angeles Department of Neighborhood Empowerment,3826,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,3718,2
215653202574079,Future Majority,"Future Majority, Inc",3685,85
1942520902707477,Care in Action US,"Care in Action, Inc., 45 Broadway, Suite 320, New York, NY 10006. Not authorized by any candidate or candidate’s committee.",3673,32
6204742571,Sierra Club,SIERRA CLUB,3623,27
366741496830,Southern California Edison (SCE),Southern California Edison,3604,78
103715861368344,McCormick & Company,MCCORMICK & COMPANY INC,3588,30
309308412520731,Sandy Hook Promise,Sandy Hook Promise,3585,34
140357056032320,NEA Today,National Education Association,3327,25
147368882623027,Black Futures Lab,Black Futures Lab,3305,20
57259033959,AARP,AARP,3290,54
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,3278,74
10128918116,Gavin Newsom,Campaign for Democracy PAC,3267,2
116821227998416,Protect Women Ohio,Protect Women Ohio,3232,11
104811701387594,Our Community's Health,TruthNotLies,3219,20
209516845093,NRDC Action Fund,NRDC Action Fund,3214,19
68570165885,Save Our Water,California Department of Water Resources,3100,16
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,3063,5
129731810448375,Center Forward,Center Forward,2961,5
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",2954,99
76470053424,TIAA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,2915,16
109999331898234,My Affordable Care Act,The Burial Solution,2875,42
110309778601827,Parents for Family Freedom in our Hometown,PURPOSE CAMPAIGNS LLC,2827,144
68680511262,NFL,NFL PROPERTIES LLC,2825,15
100768036281308,Right Our Story,Right Our Story,2816,14
101759546135941,Parents for Family Freedom in our Community,PURPOSE CAMPAIGNS LLC,2802,81
102310491882678,Smart Daily Digest,Smart Daily Digest LLC,2756,21
103807629149771,Working Forests Initiative,"WORKING FOREST INITIATIVE, INC.",2751,7
11791104453,NRDC,Natural Resources Defense Council,2750,69
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,2695,57
7341997111,Conservation International,Conservation International,2693,102
1466536130271166,Harris County Elections,Harris County Elections Administration,2689,4
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",2652,57
105858001496295,Mattie Parker for Fort Worth Mayor,Mattie Parker For Mayor Campaign,2633,21
580610428636345,Fight for $15,Fight for $15,2607,118
201248453800242,My Pay My Say,Mackinac Center for Public Policy,2554,20
111515841026178,Counterspark,"Counterspark, Inc.",2544,47
1226257404067392,Floridians for Government Accountability,"FLORIDIANS FOR GOVERNMENT ACCOUNTABILITY, INC.",2519,13
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,2489,27
702582586516561,CBN Israel,The Christian Broadcasting Network,2483,36
122432537796726,Pharmaceutical Care Management Association (PCMA),PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,2476,30
112258312240526,Con Edison,"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",2468,8
8492293163,Environmental Defense Fund,Environmental Defense Fund,2452,159
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,2442,19
259977051023691,Conservation Ohio,"Conservation Ohio and not authorized by any candidate, candidate's committee, or political party",2416,101
1613516851999536,Sunrise Movement,Sunrise,2408,13
104394262049761,Jeremy's Razors,The Daily Wire,2406,54
303374266418976,AFPM,American Fuel & Petrochemical Manufacturers,2377,22
435018517304438,Philly Voter Guide,Philadelphia 3.0 PAC,2366,4
100249953038234,Capital Access Alliance,Capital Access Alliance,2357,23
104721922541733,Nuclear Now,Nuclear Now,2330,246
1669941646417657,Senior Choice Financial,Senior Choice Financial,2276,47
61492859575,Americares,"Americares Foundation, Inc.",2273,225
32682889528,U.S. Chamber of Commerce,The U.S. Chamber of Commerce,2256,10
295199098300,Scary Mommy,"BDG MEDIA, INC.",2233,3
33693527731,lululemon,These ads ran without a disclaimer,2214,2
113496178208014,Protecting Our Democracy,Protecting Our Democracy,2188,16
542678889114683,The Coca-Cola Company,The Coca-Cola Company,2183,7
23875187730,Feeding America,Feeding America,2182,31
121482767588719,Save Our Constitution PAC,Save Our Constitution PAC,2152,2
376776419037747,Turning Point USA,"Turning Point USA, Inc.",2136,34
750121728449001,Rebuild SoCal,Rebuild SoCal Partnership,2125,27
186291828074120,Drexel University,Drexel University,2116,119
22067606728,Allen West,The Association of Mature American Citizens Inc,2104,9
162678203751209,Gilead Sciences,GILEAD SCIENCES INC,2097,8
359477377917,American Federation for Children,American Federation for Children,2070,76
19972147679,SEIU,SEIU,2039,37
120945717945722,Uber,Uber,2032,22
100511632833476,We Believe,We Believe,2005,28
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,1990,55
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,1989,38
84112077638,Greater Good Charities,GREATERGOOD.ORG,1976,2
203805062990264,Ben Shapiro,The Daily Wire,1974,29
101605354952785,Glenn Youngkin,Spirit of Virginia,1935,16
96935476345,Democratic Governors Association (DGA),"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",1898,33
1470540296409810,Fair Fight Action,FAIR FIGHT ACTION INC,1884,45
101861301612822,Life Goes On,Illinois Secretary of State,1853,10
1155212867963791,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",1837,137
104760636770,Vera Institute of Justice,Vera Institute of Justice,1809,10
106445167434779,Duty and Honor,Duty and Honor,1795,3
203805062990264,Ben Shapiro,Daily Wire,1792,14
103375628943529,Adam Frisch,Adam for Colorado,1787,17
149506275069183,Florida State Hispanic Chamber Of Commerce,Florida State Hispanic Chamber of Commerce,1781,13
5970146660,Community Change,Center for Community Change Action,1770,16
104015109339573,TEXAS CARES,Texas Consumers for Affordable and Reliable Electricity Solutions,1758,12
1665753550335995,ShreveforMayor,Shreve4Indy,1754,9
114008535880,Foundation for Individual Rights and Expression,"FOUNDATION FOR INDIVIDUAL RIGHTS AND EXPRESSION, INC.",1754,53
534754226586678,DoorDash,"DOORDASH, INC.",1741,1
104809459160835,Queens Future,Queens Future,1731,22
701314813317534,New Wentzvillian For St Charles Countians,New Wentzvillian,1711,1
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,1707,34
118591414530011,Phillyunionpac,Union PAC,1706,3
97279934919,bp America,BP CORPORATION NORTH AMERICA INC.,1699,32
673667436317733,Texas Consumer Association,Texas Consumer Association,1678,20
153080620724,Donald J. Trump,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,1660,7
103875099042033,DailyWire+,The Daily Wire,1627,7
8291852604,Tobacco Free Florida,Florida Department of Health Bureau of Tobacco Free Florida,1619,38
110059722021294,North Bergen First,The Good Government Team,1598,4
372577693078008,"Saenz-Garcia Law, PLLC","Saenz-Garcia Law, PLLC",1581,20
487571108071357,Affordable Healthcare Coalition of NC,Affordable Healthcare Coalition of NC,1554,23
428821014132730,Katie Porter,KATIE PORTER FOR SENATE,1546,118
7357041101,Tammy Baldwin,TAMMY BALDWIN FOR SENATE,1522,29
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,1515,50
1424003277893336,Allan Domb,Allan Domb for Philadelphia,1505,24
57038638555,Minnesota Hospital Association,MINNESOTA HOSPITAL ASSOCIATION,1499,9
