Location name,Amount spent (MYR)
Johor,521
Kedah,311
Kelantan,196
Kuala Lumpur,548
Labuan,≤100
Malacca,135
Negeri Sembilan,183
Pahang,346
Penang,236
Perak,351
Perlis,≤100
Putrajaya,≤100
Sabah,478
Sarawak,497
Selangor,902
Terengganu,248
Unknown,≤100
