Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Drenthe,285
Flevoland,228
Friesland,371
Gelderland,1185
Groningen,348
Limburg,596
Noord-Holland,1918
North Brabant,1195
Overijssel,604
Sint Maarten,≤100
Unknown,≤100
Utrecht,784
Zeeland,205
Zuid-Holland,2425
