Location name,Amount spent (EUR)
Carlow,≤100
Cavan,≤100
County Clare,102
County Cork,527
County Laois,≤100
County Leitrim,≤100
County Longford,≤100
County Louth,148
County Mayo,110
County Meath,164
County Monaghan,≤100
County Offaly,≤100
County Tipperary,150
County Westmeath,≤100
Donegal,146
Dublin,1945
Galway,225
Kerry,151
Kildare,200
Kilkenny,≤100
Limerick,186
Roscommon,≤100
Sligo,≤100
Unknown,≤100
Waterford,125
Wexford,156
Wicklow,147
