Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1079
Bicol Region,6695
Cagayan Valley,3679
Calabarzon,22333
Caraga,2041
Central Luzon,18626
Central Visayas,9451
Cordillera Administrative Region,1704
Davao Region,7884
Eastern Visayas,4877
Ilocos Region,5088
Metro Manila,42535
Mimaropa,3261
Northern Mindanao,4653
Soccsksargen,3727
Unknown,≤100
Western Visayas,9581
Zamboanga Peninsula,3738
