Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,477499
Apure,≤100
Aragua,1000000
Barinas,394999
Bolívar (state),1000000
Capital District,2000000
Carabobo,1579995
Cojedes,≤100
Delta Amacuro,≤100
Falcón,342499
Guárico,250000
Lara,750000
Miranda (state),750000
Monagas,250000
Mérida,750000
Nueva Esparta,617498
Portuguesa,1000000
Sucre,172499
Trujillo,250000
Táchira,894997
Vargas,204999
Yaracuy,250000
Zulia,3750000
