Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,28355,32
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,4202,12
969004136471168,Schlieger.cz,These ads ran without a disclaimer,3503,1
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,3289,4
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,2609,18
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2088,10
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",2046,4
251656685576,KDU-ČSL,KDU-ČSL,2018,20
127355564021146,Knihkupectví Luxor,"Euromedia Group, a.s.",1948,9
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,1657,9
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1563,7
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1498,10
137778619615350,Voyo.cz,TV Nova s. r. o.,1212,4
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,1144,21
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",883,11
356451014434612,Marian Jurečka,KDU-ČSL,881,7
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,664,1
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,658,4
693725074166331,Naše zdravotnictví,Naše zdravotnictví,652,7
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,618,3
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,581,3
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,545,2
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,540,1
424114981002397,Český rozhlas Plus,Český rozhlas,529,15
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,499,8
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",478,6
123858471641,iROZHLAS.cz,Český rozhlas,464,4
106940900140,Kafe.cz - pohoda pro ženy,VLTAVA LABE MEDIA a.s.,378,1
278897495559360,Kraj Vysočina,Kraj Vysočina,362,3
248770028560533,Integrační centrum Praha / Integration centre Prague,Integrační centrum Praha / Integration centre Prague,344,4
1824133914469306,Ženy.cz,CZECH NEWS CENTER a. s.,340,1
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,326,4
43855944703,Svobodní,Svobodní,309,8
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",304,3
460558621177512,Zálohujme.cz,Zálohujme,292,1
90002267161,TOP 09,TOP 09,274,2
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,265,9
579215965436046,JSNS,"Člověk v tísni, o.p.s.",259,1
284944781875,EURACTIV.cz,EURACTIV.cz,254,10
1439143123070953,Svoboda a přímá demokracie  Liberecký kraj - SPD,Radovan Vích,253,4
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,251,3
271054846258904,Praha 3,Městská část Praha 3,244,4
1674362659292756,Piráti Praha 3,Česká pirátská strana,223,1
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,222,1
