Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,29101,66
798673866859390,ETC TV,ETC TV,4529,49
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,3175,5
550280998481446,Rasha Kelej,Rasha Kelej,2163,15
106088658611833,Ambassador Ahmed Elfadaly,Ambassador Ahmed Elfadaly,1543,3
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,1271,7
1440732656173900,EDU Gate,These ads ran without a disclaimer,962,1
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,795,7
112955485159674,مدحت الكمار ــ Medhat Al.Kammar,مدحت محمد عطية الكمار,777,9
110877857406073,المهندس حسام لبن,المهندس حسام لبن,429,5
103395314662888,حزب الشعب الجمهوري - مصر,حزب الشعب الجمهوري - مصر,395,2
510024009022072,The British International School Madinaty,These ads ran without a disclaimer,394,1
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,370,4
666470146818916,مؤسسة جبر القلوب - GabrAlqulub,مؤسسة جبر القلوب - GabrAlqulub,325,4
101009088774421,حزب حماة الوطن,حزب حماة الوطن,294,3
100427812819609,زيارات أفضل أساتذة العظام من القاهرة لمحافظات الصعيد,These ads ran without a disclaimer,283,1
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,242,4
159052647481654,حزب الإصلاح والنهضة,حزب الإصلاح والنهضة,237,3
308088503057656,النائب محمود عصام,النائب محمود عصام,228,5
166420296805460,حزب المحافظين,حزب المحافظين,192,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,180,4
121565980915958,سلسلة تأسيس The best start,These ads ran without a disclaimer,162,1
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,161,4
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,159,4
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,153,1
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,150,3
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,143,3
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,134,2
115336178238866,النائب - محمود عبدالعليم منصور,النائب - محمود عبدالعليم منصور,127,1
