Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
123838944328164,Rethink Nigeria,Rethink Nigeria,84074,10
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,62249,26
14312764639,Atiku Abubakar,The Atiku Campaign,48007,7
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,15668,8
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,11532,1
103018869332378,BantuPage,Ikechukwu Orji,8746,7
101597856085318,Theokmovement,Olakunle Kosile,6365,6
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,5994,2
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,5910,4
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,5866,8
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,5151,6
654180731859809,T-Police,T-Police,4823,1
103959275862698,TYCON 2023,Tycon,4383,1
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,4007,8
1598205703573433,Senator Uba Sani,Uba Sani Media,3917,2
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,3875,3
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,3844,10
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,3712,1
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,3689,2
106820952234883,Professor Ngozi Nma Odu,Tamunokiri Biebele Lawrence,3045,3
114198558229126,May 25th  Concept & Innovation  Support Group For Uba Sani,Nwachukwu Nonso Kingsley,2681,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,2566,2
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,2514,3
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,2474,3
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,2334,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2315,1
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,2228,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),1910,2
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,1823,1
109405722042764,"Federation of Muslim Women's Association in Nigeria- ""Fomwan""",Akinola Toba Julius,1733,4
100202924924063,Page 36,Page 36,1727,12
1566640256767644,AM Corporate Solutions Limited,Shuaibu Aliyu,1545,1
102835755970763,NN19,NN19,1383,1
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,1261,1
353265182185073,Brace-up The Young,Brace-up The Young,1203,1
1680958165547490,Fabric Eight,FabricEight,1196,1
102169824695398,Rero TV,Oghenebrorhie Okotie,1165,3
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,1161,1
108067478661339,The Ephraim Inyang Project,Akwaowo Adiakpan,1153,2
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,1140,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1039,3
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,1000,1
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,998,1
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,972,1
103853195540437,Sodabe,These ads ran without a disclaimer,956,1
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,931,2
688681654827108,Gombe Hub,Gombe Hub,919,1
101622722635138,Advocacy For Good Governance,Nnadi Sunny,887,2
112490788185086,GSP Forum,GSPForum,863,1
1718014475112870,Africa Legal,These ads ran without a disclaimer,857,2
194110890622942,Leadership News,Samuel Chukwunalue Ossai,850,1
108820175107975,Barr. Peremobowei Gita Campaign Organization,Moses Oyinkuro,845,2
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,840,1
111613868484577,Politicsnow,Politicsnow,832,1
110034854692816,Eyewitness Nigeria,Eyewitness Nigeria,817,3
600402833721886,Erumura David 4 DTHA Uvwie Constituency,David Erumura Enawore,789,1
117743160054780,RiversofHope,RiversofHope,727,1
106271385452742,Frontline TV,Shaakaa Victor,691,1
107782888769101,Turaki Vanguard for 𝗔𝘁𝗶𝗸𝘂 2023,Turaki Vanguard for 𝗔𝘁𝗶𝗸𝘂 2023,603,1
114280258194610,Honourable George U.Timinimi For Senate,Vera Odjugo,601,1
260451584306863,"Rep. Ogundu Kingsley Chinda, MHR",Hanacho Marvin Chinda,594,1
105791789001837,Nigerlite Marketers Concern Forum,Nigerlite Marketers Concern Forum,590,2
215863191948778,Frank Nweke Jr,Frank Nweke Ii,569,1
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,532,1
406183693552317,Promise Emmanuel,Promise Emmanuel,514,1
947141812042694,EGYPS - Egypt Petroleum Show,These ads ran without a disclaimer,502,1
111776623530172,Office Of The Chief Press NGS - Mary Noel Berje,Office Of The Chief Press NGS - Mary Noel Berje,497,1
100411246272248,APC Lagos-West Senatorial District II,Adeosun Abdulwahab Adebowale,461,2
104379725771100,Bayodele 2023 Obi/Datti Oluyole Forum,Ameedat Delilah Bidmus,461,1
110733178577273,PayBack Projects,These ads ran without a disclaimer,457,1
110412275223352,Bago Media Centre,Bago Media Centre,448,1
106900875202419,Newsflow.com.ng,newsflow,446,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,429,1
101696942515078,Hon. Ahmed Nda,Hon. Ahmed Nda,414,1
105580098826545,"Rev. Fr. Hyacinth Iormem Alia, PhD","Rev. Fr. Hyacinth Iormem Alia, PhD",365,1
114101859961659,Hon. Joe Ikenwe,These ads ran without a disclaimer,271,1
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,266,1
878141452335886,The Hope For Nigeria,Kerry Kenu,186,1
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,170,1
821430017924241,Sungrow,These ads ran without a disclaimer,111,1
110049150761747,LETS FIX It,These ads ran without a disclaimer,106,1
110338541289138,AHMED ALIYU Sokoto TV,Ayodeji Adeola Badru,102,1
114899590230768,Hon. Rahman Owokoniran,Nature Of God Foundation,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,2
110975271800555,Kaduna State Bureau of Interfaith Matters,These ads ran without a disclaimer,≤100,1
100856059510675,Confie Zara,These ads ran without a disclaimer,≤100,1
104663752433213,GSM 2.0,Seyi Makinde Campaign Organisation,≤100,1
1726517690956007,CLAL.it Agrifood,These ads ran without a disclaimer,≤100,1
915149388638361,Mc Dotcom,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
