Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
122193617537005,Haberettr,HABERET MEDYA AJANSI VE PRODÜKSİYON LİMİTED ŞİRKETİ,2592,5
343046426301452,Hakan Koştu,Hakan Koştu,2512,4
462963834529864,Levent Uysal,Levent Uysal,2070,2
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,1329,1
109086995017642,firatpicturesturkey,firatpicturesturkey,1279,49
158077404753235,Çanakkale Zafer Gazetesi,Çanakkale Zafer Gazetesi,1187,14
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1181,13
103375823077684,Kurukahveci Mehmet Efendi Mahdumları 1871,Kurukahveci Mehmet Efendi Mahdumları Gıda Sanayi ve Ticaret Anonim Şirketi,1088,1
106433519384639,Haber7,Haber7,936,2
110471555281943,Poddy Türkiye,Poddy Türkiye,810,11
505757142770713,Rönesans Holding,Rönesans Holding Anonim Şirketi,719,4
575755372513811,Muhittin Böcek,Muhittin Böcek,638,9
416793998385157,Soner Çetin,Soner Çetin,603,2
851556338241562,Ayşen Kurt,Ayşen Kurt,597,4
160299890701550,Zeydan Karalar,Zeydan Karalar,577,1
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,571,4
432866330501118,Ömer Niyazi İŞLEK,Ömer Niyazi İŞLEK,545,1
111402122031350,𝐓.𝐂. 𝐓𝐞𝐤𝐧𝐨𝐥𝐨𝐣𝐢 𝐃𝐮𝐲𝐮𝐫𝐮,These ads ran without a disclaimer,506,1
369391953226531,Eyüp Eroğlu,Eyüp Eroğlu,474,2
220319391464566,Vahap Akay,Vahap Akay,468,5
120266711045676,Başka Açıdan Tv,Başka Açıdan TV,456,1
1437665699815071,Doğruluk Payı,Dogruluk Payı,423,3
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,366,3
106433338617300,cankirifinalkresveanaokulu,These ads ran without a disclaimer,285,1
280841025432969,Ali Kılıç,Ali Kılıç,255,1
105947279127427,İsmail Kütük,İsmail Kütük,233,2
109007298600122,Gurbet Hikayeleri,Gurbet Hikayeleri,211,2
111936405162038,Hanen ben Salah - حنان بن صالح,Hanen ben Salah - حنان بن صالح,197,1
346006742126033,Bornova Belediyesi,Bornova Belediyesi,186,1
102832949436956,ordinaryustrader,These ads ran without a disclaimer,177,1
100831549358373,Ahmet ERGİN.,Ahmet ERGİN.,175,3
1853596164970868,Murat Ercan,Murat Ercan,174,2
906394629482043,CHP Parti Okulu,CHP Parti Okulu,169,1
100665102848993,Gün Gün Kurtuluş,Gün Gün Kurtuluş,160,2
100942688529011,osmaniyeyerfistigi80,osmaniyeyerfistigi80,143,1
109800604866537,Fatih Sanat Akademisi,These ads ran without a disclaimer,135,1
105449752409194,Ey Ads,These ads ran without a disclaimer,132,1
2222003764721494,Halit Doğan,Halit Doğan,132,1
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,126,9
162426093833308,Fransızca Öğreniyorum,These ads ran without a disclaimer,114,1
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,113,1
