Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,495154,1
543788999005363,ORIGO,Mediaworks Hungary Zrt.,194613,9
109637397268775,Nyugati Pályán,Splendidea Communications Kft,163401,3
149061108240,Kocsis Máté,Fidesz frakció,121977,8
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,109098,11
191461774219575,hirado.hu,hirado.hu,102968,32
248172631940,Mandiner,Mediaworks Hungary Zrt.,99865,13
1534911313439123,Ripost,Ripost,95614,10
592204747588011,Momentum Mozgalom,Momentum Mozgalom,86993,3
178362315106,European Parliament,European Parliament,77232,16
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,73405,9
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,61683,8
594088897289853,Alapjogokért Központ,Alapjogokért Központ,59102,21
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,55830,3
294815374340858,Donáth Anna,Momentum Mozgalom,55377,6
1880809845328535,Dobrev Klára,Demokratikus Koalíció,50964,7
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,39950,17
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,38531,7
105666454157523,Szikra Mozgalom,Szikra Mozgalom,35284,1
1239893846155692,Tompos Márton,Momentum Mozgalom,30209,4
131283758531,HVG,HVG Kiadó ZRt.,29302,14
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,26508,1
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,24917,10
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,24173,5
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,23178,3
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,20989,51
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,18880,5
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,18626,13
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,17981,9
451844608304228,Metropol,Metropol,16787,6
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,16742,2
2552532618151148,Újpesti Hírek,Újpesti Hírek,15585,3
851784814892644,Simicskó István,KDNP frakció,15275,2
408924035951553,Körforrás,Körforrás,14752,28
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,14446,3
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,13930,6
108346693873484,Győrffy Balázs,Balazs Gyorffy,13562,3
221761091331222,Danube Institute,Danube Institute,13535,14
287770891404,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,13401,1
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,13396,13
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,12975,3
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,12539,7
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,12354,7
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,11983,6
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11602,1
415653125518050,Hajnal Miklós,Momentum Mozgalom,11538,3
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,11494,2
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,11371,1
108995848702971,Frankó,Mondjuk a frankót,10566,2
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,10520,6
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,9996,63
76748198685,Budapest Pride,Budapest Pride,9612,9
447204268797621,RTL.hu,RTL.HU,9453,9
112677144392091,Dr. Pajtók Gábor,FIDESZ,9407,3
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,9293,2
1627127484170228,NHC24,Mediaworks Hungary Zrt.,9235,2
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,9128,3
108248022589754,Bosch Magyarország,Bosch Magyarország,9108,10
134352786582079,LMP Dél-Buda,Lehet Más a Politika,9083,1
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,9047,2
