Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
645406838886541,Freddy Superlano,an advertiser in Venezuela,256000000,4
564188034075673,Roberto Enriquez,an advertiser in Venezuela,10500000,1
636083079869147,COPEI Legítimo ODCA,an advertiser in Venezuela,8250000,1
11449543593,Carlos Ocariz,an advertiser in Venezuela,5000000,10
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,4905016,2
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,2000000,11
596206767151427,Julio Borges,an advertiser in Venezuela,1517505,3
110140268352138,Eliezer Sirit Noticias,These ads ran without a disclaimer,531426,1
102909028767557,Nabil Maalouf,an advertiser in Venezuela,250000,1
479285342097950,AeroTime,These ads ran without a disclaimer,67500,1
405992869868497,Situary,These ads ran without a disclaimer,15000,1
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,1
114186743283123,Australia Express,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
1548871702035547,Університет імені Альфреда Нобеля,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
