Location name,Amount spent (ARS)
Buenos Aires,1107737
Catamarca,70185
Chaco,120582
Chubut,115093
Ciudad Autónoma de Buenos Aires,865822
Corrientes,35589
Córdoba,1414318
Entre Rios,99251
Formosa,43026
Jujuy,111981
La Pampa,33218
La Rioja,57551
Mendoza,128572
Misiones,149467
Neuquén,1244700
Río Negro,254285
Salta,278604
San Juan,138166
San Luis,107384
Santa Cruz,17621
Santa Fe,456712
Santiago del Estero,32925
Tierra del Fuego,47854
Tucuman,129594
Unknown,≤100
