Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
109637397268775,Nyugati Pályán,Splendidea Communications Kft,237190,5
294815374340858,Donáth Anna,Donáth Anna - Momentum,134668,2
178362315106,European Parliament,European Parliament,115126,16
191461774219575,hirado.hu,hirado.hu,100883,38
543788999005363,ORIGO,Mediaworks Hungary Zrt.,74757,11
1880809845328535,Dobrev Klára,Demokratikus Koalíció,62298,1
592204747588011,Momentum Mozgalom,Momentum Mozgalom,54407,10
248172631940,Mandiner,Mediaworks Hungary Zrt.,51177,9
108346693873484,Győrffy Balázs,Balazs Gyorffy,43117,7
298090296092,Orbán Viktor,Fidesz,37792,30
216311481960,Bill Gates,These ads ran without a disclaimer,34258,8
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,29597,11
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,27987,6
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,24631,6
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,24096,66
447204268797621,RTL.hu,RTL.HU,22017,3
100505208108482,Budapest Városháza,Budapest Főváros Önkormányzat,19625,2
345496092135627,Hír TV,Mediaworks Hungary Zrt.,19475,4
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,19409,1
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,19044,5
1265353903615539,Oeconomus,Oeconomus,17681,6
113375923695023,Fidesz Budapest,Fidesz Budapest,16351,7
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,16309,1
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,15194,4
100905288315705,Jelen hetilap,Liberty Press Kft.,15159,3
131283758531,HVG,HVG Kiadó ZRt.,14763,12
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,13343,30
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,13231,2
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,13005,16
101645666099188,Dr. Besenyi Orsolya  - Jászberény polgármesterjelöltje,Dr. Besenyi Orsolya,12850,10
594088897289853,Alapjogokért Központ,Alapjogokért Központ,12305,6
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,12030,1
1408906262689093,Nyitrai Zsolt,Fidesz,11916,6
213165542087259,Magyarországi Református Egyház,Magyarországi Református Egyház,11855,2
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,11808,8
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,10756,4
1461534750733248,Schmuck Erzsébet,LMP - Lehet Más a Politika,10623,3
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,10348,2
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,10297,5
104173410954523,Oroján Sándor,Oroján Sándor,10061,4
851784814892644,Simicskó István,KDNP frakció,9875,1
1534911313439123,Ripost,Ripost,9818,6
1237616006358749,Kékes Online,Kékes Online,9817,11
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,9801,3
1487569941539650,Tanítanék,Humán Platform,9680,1
108248022589754,Bosch Magyarország,Bosch Magyarország,9518,7
2221255224761829,Együtt Újpestért Összefogás,Polgári Újpestért Alapítvány,8945,2
109414841321682,Magyar Falu Program,Magyar Falu Program,8903,2
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,8698,9
1926735160968885,Válasz Online,Válasz Online,8389,3
1869511526651884,Zsigmond Barna Pál,Fidesz,8074,7
