Location name,Amount spent (BRL)
Acre (state),669
Alagoas,2404
Amapá,1084
Amazonas,4974
Bahia,9855
Ceará,10803
Espírito Santo,2526
Federal District,4333
Goiás,8561
Maranhão,7490
Mato Grosso,7022
Mato Grosso do Sul,3802
Minas Gerais,26311
Paraná,8696
Paraíba,3085
Pará,9267
Pernambuco,6932
Piauí,2495
Rio Grande do Norte,3188
Rio Grande do Sul,10476
Rio de Janeiro (state),16744
Rondônia,1853
Roraima,1002
Santa Catarina,10070
Sergipe,3147
São Paulo (state),50440
Tocantins,2789
Unknown,≤100
