Location name,Amount spent (CAD)
Alberta,8206
British Columbia,10819
Manitoba,2997
New Brunswick,1224
Newfoundland and Labrador,792
Northwest Territories,≤100
Nova Scotia,1433
Nunavut,≤100
Ontario,25037
Prince Edward Island,200
Quebec,15134
Saskatchewan,2557
Unknown,≤100
Yukon,≤100
