Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1077
Bicol Region,5444
Cagayan Valley,4074
Calabarzon,19302
Caraga,2349
Central Luzon,11321
Central Visayas,8979
Cordillera Administrative Region,1659
Davao Region,5008
Eastern Visayas,3548
Ilocos Region,4564
Metro Manila,24819
Mimaropa,2336
Northern Mindanao,3965
Soccsksargen,3744
Unknown,≤100
Western Visayas,8932
Zamboanga Peninsula,2833
