Location name,Amount spent (ARS)
Buenos Aires,2031195
Catamarca,66232
Chaco,58972
Chubut,89229
Ciudad Autónoma de Buenos Aires,503665
Corrientes,38654
Córdoba,2992705
Entre Rios,70551
Formosa,20955
Jujuy,14348
La Pampa,141915
La Rioja,18818
Mendoza,31858
Misiones,29475
Neuquén,81655
Río Negro,40236
Salta,94369
San Juan,97847
San Luis,68573
Santa Cruz,6843
Santa Fe,605914
Santiago del Estero,9024
Tierra del Fuego,29333
Tucuman,56119
Unknown,≤100
