Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
102095934751904,Deva Partisi,Deva Partisi,11061,6
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,4386,30
1532389387082678,Sarıçam Belediyesi,BİLAL ULUDAĞ,4236,4
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),3726,16
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,3521,2
100910024639566,Ali Babacan,Deva Partisi,2218,2
102911415086731,Ömer Yazıcıoğlu,Ömer Yazıcıoğlu,2104,3
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,1389,17
105376981385020,Referandom,Referandom,949,3
273568980163535,Serdar Soydan,Serdar Soydan,772,2
1677525365597858,Türkiye SMA Vakfı,Fatih Mehmet Akdan,647,1
588319621318434,Samsun Gümüşhane Dernekleri Federasyonu,Mustafa Seven,625,12
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,459,15
1985687308391802,İlhan Ocaklı,İlhan Ocaklı,455,4
828294820590556,Serkan Topal,Serkan Topal,451,3
110671195074122,Philippa Smith,These ads ran without a disclaimer,364,1
172826496755733,Atsız Afşın Yılmaz,Atsız Afşın Yılmaz,285,4
1439683329600228,Ümit Uysal,Ümit Uysal,264,1
306491676172909,Gerçek Gazetesi,Gerçek Gazetesi,249,4
2142508452699684,Reşat Güney,Reşat Güney,231,11
1604958276192112,Alper Taban,Alper Taban,217,2
1607756506152025,Ahmet AYDIN,Ahmet AYDIN,203,2
102397376063812,TEK Parti Genel Merkez Gençlik Kolları Başkanlığı,Rahmi Mete Ay,201,2
106433519384639,Haber7,Haber7,178,1
370465530355174,Mustafa Demir,Mustafa Demir,174,2
117491812983397,Yurttan Sesler,Yurttan Sesler,167,1
111623618460859,Özkan Koçintar,Rahmi Mete Ay,162,1
158077404753235,Çanakkale Zafer TV,Fatma Durmaz,162,1
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,154,16
113944458195273,Rahmi Mete AY,Rahmi Mete Ay,151,1
112868328334173,Cumhurbaşkanı Turgut ÖZAL,Rahmi Mete Ay,148,2
1417921925117254,Gazete Ege,Gazete Ege,148,1
111743906915630,Ekrem Gökay Yüksel,Enes Güngör,141,3
262923957052422,İHH İnsani Yardım Vakfı Bursa Şubesi,İHH İnsani Yardım Vakfı Bursa Şubesi,136,1
158077404753235,Çanakkale Zafer TV,Zafer Durmaz,128,3
