Location name,Amount spent (MYR)
Johor,1785
Kedah,470
Kelantan,312
Kuala Lumpur,1587
Labuan,≤100
Malacca,296
Negeri Sembilan,434
Pahang,455
Penang,367
Perak,577
Perlis,≤100
Putrajaya,108
Sabah,549
Sarawak,334
Selangor,2887
Terengganu,375
Unknown,≤100
