Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,7120,15
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,6640,17
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,5243,3
55365680705,Greenpeace Danmark,Greenpeace Danmark,3883,41
12860228293,Politiken,Politiken,3390,36
26458152911,SOS Børnebyerne,SOS Børnebyerne,3353,30
65929129383,Røde Kors,Røde Kors,3191,25
116269191760882,DSB,DSB,3154,6
250994288337708,Sex og Samfund,Sex og Samfund,3115,18
399210657232918,PlanBørnefonden,PlanBørnefonden,3092,40
122074554119,EU Social,EU Social,2903,7
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,2835,81
72672361910,Børns Vilkår,Børns Vilkår,2687,9
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2651,6
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2262,16
12787473132,Berlingske,Berlingske,2017,34
132344416862423,FOA,FOA,1968,12
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1918,3
20303574131,Nationalmuseet,Nationalmuseet,1904,13
110321008383861,Red Barnets landsindsamling,Red Barnet,1795,134
121570596369,CARE Danmark,CARE i Danmark,1700,6
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1675,1
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,1604,32
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1568,21
867877683280051,Weekendavisen,Weekendavisen,1348,22
304554445813,Videncentret Bolius,Videncentret Bolius,1271,14
645454495955240,Madmødet,Madmødet,1116,38
102154048301476,Lederstof.dk,Lederne,1055,23
1653030171620285,Wefood,Folkekirkens Nødhjælp,1050,5
1033120613483808,AURA,AURA,997,3
671022293105597,Alex Vanopslagh,Alex Vanopslagh,982,53
133707013355759,Danner,Danner,974,1
126543540781090,Ældre Sagen,Ældre Sagen,965,9
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,908,1
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,795,10
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,793,8
359674067377201,BUPL,BUPL,760,9
154415494575789,IDA,IDA,730,25
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,715,5
304554445813,Videncentret Bolius,Bolius,698,3
748887235210811,Obton Forvaltning A/S,Obton A/S,646,7
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,644,2
529124290474705,Nikolaj Villumsen,Enhedslisten,606,3
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam Danmark,530,5
183887801641951,Verdens Skove,Verdens Skove,510,2
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,502,19
1704812646456237,SEGES i marken,SEGES Innovation P/S,500,1
287306323369,Børnecancerfonden,Børnecancerfonden,494,2
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,493,2
110560691837684,SolCompagniet,SolCompagniet,491,10
246977185497434,Plastic Change,Plastic Change,490,17
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,466,5
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,451,20
356520931077196,Europabevægelsen,Europabevægelsen,416,8
130388840342741,Danske Bank,Danske Bank,412,6
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,359,4
369336273158091,Land of Hope,Land of Hope,347,13
125934997444897,SuperBrugsen,Coop,335,1
1704424023182897,Politiken Historie,Politiken Historie,331,11
520449347983427,Dansk Folkeparti,Dansk Folkeparti,287,2
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,278,3
178362315106,European Parliament,European Parliament,254,11
257480614286065,Den Sorte Diamant - Det Kgl. Bibliotek,Det Kgl. Bibliotek,246,2
246097715413231,Alkohol & Samfund,Alkohol & Samfund,241,10
105511328705392,HØRT,Børns Vilkår,231,4
799753056713196,Lars Sandahl Sørensen,Dansk Industri - DI,206,1
459641371068935,Forenet Kredit,Forenet Kredit,201,1
314676938743,DM din akademiske fagforening,DM,174,8
194452460650048,Global Aktion,Global Aktion,172,3
111210480291603,European Youth International,European Youth International,163,4
111561545539837,Krigsmuseet,Krigsmuseet,160,3
186645960378,Danwatch,Danwatch,151,6
