Location name,Amount spent (EUR)
Harju County,1626
Hiiu County,≤100
Ida-Viru County,145
Järva County,≤100
Jõgeva County,≤100
Lääne County,≤100
Lääne-Viru County,151
Pärnu County,151
Põlva County,≤100
Rapla County,≤100
Saare County,≤100
Tartu County,513
Unknown,≤100
Valga County,≤100
Viljandi County,110
Võru County,≤100
