Location name,Amount spent (CHF)
Aargau,327
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,230
Basel-Landschaft,≤100
Bern,502
Canton of Geneva,615
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,226
Fribourg,225
Graubünden,≤100
Jura,≤100
Luzern,194
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,142
Solothurn,131
Thurgau,119
Ticino,117
Unknown,≤100
Uri,≤100
Valais,180
Vaud,413
Zug,≤100
Zürich,1065
