Location name,Amount spent (USD)
Alabama,8174
Alaska,4186
American Samoa,≤100
Arizona,19165
Arkansas,5178
California,91258
Colorado,28277
Connecticut,7288
Delaware,2077
Florida,84720
Georgia,25287
Guam,≤100
Hawaii,3296
Idaho,5621
Illinois,31390
Indiana,16107
Iowa,7623
Kansas,8317
Kentucky,11198
Louisiana,14559
Maine,7135
Maryland,17908
Massachusetts,12617
Michigan,38533
Minnesota,22276
Mississippi,5327
Missouri,14608
Montana,3869
Nebraska,5279
Nevada,7988
New Hampshire,3606
New Jersey,20453
New Mexico,7767
New York,83407
North Carolina,21668
North Dakota,2179
Northern Mariana Islands,≤100
Ohio,27538
Oklahoma,7800
Oregon,10266
Pennsylvania,36455
Puerto Rico,≤100
Rhode Island,1898
South Carolina,9262
South Dakota,1917
Tennessee,16755
Texas,76082
Unknown,≤100
Utah,5797
Vermont,1793
Virgin Islands (U.S.),≤100
Virginia,22716
Washington,16597
"Washington, District of Columbia",8307
West Virginia,4473
Wisconsin,61676
Wyoming,1197
